	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.973723064	186.875	118.0	1.13089
WT8	4.79891621198	170.157894737	92.0	1.34122
KO2	5.73043023923	170.625	111.0	1.49355
KO5	5.67010229102	216.789473684	114.0	1.54987
OE2	5.60681372486	190.476190476	109.0	0.98723
WT1	4.66965785714	128.882352941	83.0	1.06932
WT2	5.56774503412	191.8	112.0	1.11893
WT4	5.60557481173	306.153846154	115.0	1.46633
KO7	5.5943664899	198.5	110.0	1.5945
KO3	4.6083523312	178.071428571	87.0	0.91413
WT6	5.43189834171	249.461538462	104.0	1.00537
OE4	5.60175495363	252.1875	114.0	1.15324
KO9	5.64432624243	211.65	114.0	1.64314
WT3	5.56324303192	194.55	109.0	1.55718
KO1	5.52064513308	271.588235294	117.0	1.25645
KO4	5.54152176818	252.0	114.0	1.32771
WT5	5.4191096193	274.714285714	112.0	1.14831
KO8	5.53638926465	146.24	103.0	1.1402
OE6	5.42653515095	180.157894737	102.0	1.35541
OE5	5.46613299368	200.157894737	107.0	1.48284
WT7	5.65003659263	256.375	114.0	1.49649
OE7	5.32938815927	184.176470588	100.0	1.18412
WT9	5.00479272234	167.666666667	94.0	1.41129
OE1	5.40331431836	171.55	100.0	1.41492
OE8	5.65544911667	162.12	107.0	1.03957
OE9	5.64683803176	227.555555556	112.0	1.04074
OE3	5.19540572822	159.5625	92.0	1.06683
