	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39875881305	501.0	347.0	2.09343
WT8	5.08870800577	470.6	270.0	1.89794
KO2	6.1703776856	520.765957447	334.0	1.94613
KO5	6.0130335848	431.705882353	312.0	1.99622
WT1	5.4450911021	520.87804878	310.0	2.10652
WT2	5.96506826405	447.956521739	320.0	2.00223
WT4	6.09396459021	537.5	355.0	2.11771
KO7	6.0062907223	509.073170732	317.0	2.09326
KO3	4.83386278151	431.357142857	278.0	2.04697
WT6	5.76275633109	530.777777778	305.0	1.95299
KO9	6.04869058052	502.153846154	316.0	2.14475
WT3	6.05989346188	495.333333333	326.0	2.29464
KO1	5.77060607852	470.272727273	308.0	2.00977
KO4	5.96247491039	506.727272727	322.0	2.18148
WT5	5.67088859632	570.0	315.0	2.07971
KO8	5.97300118577	517.025	317.0	2.07072
OE6	5.7362637538	419.775	278.0	1.92451
WT7	6.13041929941	480.454545455	328.0	2.19096
OE7	5.73170484102	404.288461538	289.0	1.9798
WT9	5.52989118636	382.779661017	292.0	2.01324
OE9	5.88848904797	405.195652174	291.0	1.96113
