	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37347107417	545.762711864	408.0	2.31489
WT8	5.12886617127	541.023255814	343.0	2.01391
KO2	6.22883897958	574.194805195	431.0	2.2358
KO5	6.14525535042	561.125	402.0	2.26337
WT1	5.46919791538	522.0	387.0	2.26985
WT2	6.03755397551	592.216666667	423.0	2.33937
WT4	6.07371125656	613.88	440.0	2.11703
KO7	6.02112081249	508.169491525	381.0	2.21862
KO3	4.88869830124	481.716981132	347.0	2.19945
WT6	5.87388110878	547.438596491	384.0	1.94359
KO9	6.13866180699	476.610169492	375.0	2.159
WT3	6.07170724041	561.666666667	405.0	2.30729
KO1	5.88370140321	478.21875	374.0	2.24835
KO4	5.93325758604	626.170731707	382.0	2.24234
WT5	5.66088772788	506.117647059	359.0	2.15248
KO8	5.92667460565	576.4	379.0	2.07972
WT7	6.17087218086	627.842105263	413.0	2.08667
WT9	5.57194267327	598.037735849	390.0	2.02192
