	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38761444265	627.333333333	426.0	2.32927
WT8	5.16429845757	493.6	356.0	2.05812
KO2	6.24949305363	584.039473684	437.0	2.23612
KO5	6.18431125849	609.22	409.0	2.24157
WT1	5.49685282142	539.516666667	391.0	2.22635
WT2	6.03303899666	530.666666667	416.0	2.30745
WT4	6.04167925436	646.304347826	443.0	2.17409
KO7	6.05160388577	605.25862069	410.0	2.16736
KO3	4.87468695522	474.172413793	349.0	2.17714
WT6	5.82433176394	602.7	391.0	2.09888
KO9	6.1499110204	565.444444444	411.0	2.33005
WT3	6.08528892744	535.514285714	412.0	2.35159
KO1	5.90035692229	588.881355932	402.0	2.27063
KO4	5.99523754883	594.766666667	411.0	2.06471
WT5	5.71063068769	510.222222222	369.0	1.99828
KO8	5.92649745877	504.610169492	369.0	2.0423
WT7	6.20137033042	594.0	414.0	2.14563
WT9	5.60237057742	529.571428571	386.0	2.25602
