	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36889913629	597.164179104	437.0	2.32927
WT8	5.17615675872	510.590163934	371.0	2.01451
KO2	6.23688327943	608.135135135	451.0	2.23585
KO5	6.20436882239	587.833333333	434.0	2.13005
WT1	5.52723782503	556.014285714	419.0	2.20437
WT2	6.05640981883	587.296296296	453.0	2.33765
WT4	6.07698465526	653.151515152	458.0	2.10787
KO7	6.0039363072	565.693548387	411.0	2.31489
KO3	4.8378569363	526.073170732	349.0	2.16247
WT6	5.84788918349	536.158730159	401.0	2.16779
KO9	6.14270348533	551.241935484	416.0	2.23686
WT3	6.08083415151	558.733333333	429.0	2.32927
KO1	5.91623452975	612.35	416.0	2.2237
KO4	6.02369891864	550.0	419.0	2.15301
WT5	5.65614356006	491.0	372.0	2.21888
KO8	5.94685983468	538.092307692	401.0	2.28533
WT7	6.19263583085	627.23880597	435.0	2.07983
WT9	5.63392022896	551.227272727	408.0	2.09316
