	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3443688975	503.769230769	345.0	2.19846
WT8	5.16567189919	429.666666667	284.0	1.94791
KO2	6.20476319999	551.428571429	350.0	2.02115
KO5	6.13409568186	516.3	346.0	2.11276
WT1	5.49121501739	460.382978723	311.0	2.16033
WT2	6.0470534072	489.096774194	358.0	2.29297
WT4	6.0332074538	507.227272727	364.0	2.08575
KO7	6.03078884174	542.571428571	344.0	1.96886
KO3	4.8882350247	433.441860465	281.0	2.11623
WT6	5.77623360905	416.482758621	315.0	2.04283
KO9	6.09449403302	516.448979592	340.0	2.17368
WT3	6.00041754876	488.5	331.0	2.07195
KO1	5.85007519699	517.603448276	345.0	2.24841
KO4	5.98106254547	472.35	339.0	2.06457
WT5	5.62325332587	429.947368421	289.0	2.19647
KO8	5.87905244566	422.418604651	293.0	1.89203
WT7	6.15676208171	511.0	339.0	1.97641
OE7	5.69580077525	374.679245283	285.0	2.01249
WT9	5.58508820573	468.117647059	321.0	2.11692
OE9	5.85778731675	442.153846154	294.0	1.97365
