	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41736452287	655.8	462.0	2.30716
WT8	5.17615461981	508.0	385.0	2.01453
KO2	6.2486279074	615.0	468.0	2.27875
KO5	6.22430601972	598.976470588	471.0	2.26385
WT1	5.49119526353	561.044117647	420.0	2.27001
WT2	6.04834252909	634.630769231	465.0	2.35187
WT4	6.06057529756	653.743243243	484.0	2.13047
KO7	6.06908200589	718.685185185	462.0	2.32927
KO3	4.88130300912	555.5	388.0	2.18508
WT6	5.90496434115	550.045454545	423.0	2.16877
KO9	6.12598431006	603.055555556	428.0	2.20145
WT3	6.09920911316	604.01369863	455.0	2.35187
KO1	5.88885290766	640.196721311	442.0	2.28549
KO4	6.0281314054	628.672413793	436.0	2.19683
WT5	5.69039531537	555.033898305	404.0	2.19705
KO8	5.97677519387	651.0	423.0	2.28547
WT7	6.18705206947	656.904761905	455.0	2.27961
WT9	5.6450612143	622.0	436.0	2.11782
