	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.23903189312	383.941176471	247.0	1.90145
WT8	5.11184104255	307.125	207.0	1.40656
KO2	6.18138729978	404.75	266.0	1.88604
KO5	6.11355405034	336.692307692	249.0	1.81848
OE2	5.69488746876	354.25	228.0	1.90756
WT1	5.40479352172	371.8	236.0	1.86896
WT2	5.90534588932	416.441860465	264.0	2.11312
WT4	5.95913120628	502.636363636	264.0	1.91698
KO7	5.93432462907	450.774193548	243.0	1.59424
KO3	4.75189069092	359.677419355	200.0	1.86786
WT6	5.81404671939	385.777777778	237.0	1.80052
OE4	5.77218183842	374.0	234.0	1.97869
KO9	6.04794326823	374.418604651	245.0	2.09277
WT3	5.94873134977	383.333333333	246.0	1.91174
KO1	5.70135534175	457.384615385	231.0	1.95717
KO4	5.89263346073	309.567567568	222.0	1.85964
WT5	5.66128100581	391.162790698	244.0	2.00971
KO8	5.76401409029	396.375	229.0	1.97483
OE6	5.63808853266	281.357142857	208.0	1.77914
OE5	5.81842085853	335.25	224.0	1.86733
WT7	6.16235659964	397.916666667	252.0	1.92568
OE7	5.70234392234	331.621621622	216.0	1.93064
WT9	5.53157527959	358.170731707	235.0	1.83479
OE1	5.84384829608	348.333333333	219.0	1.87668
OE8	5.88513963156	301.466666667	224.0	1.8547
OE9	5.86899888972	341.5	214.0	1.42448
OE3	5.53212353358	324.161290323	209.0	1.83937
