	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.29644264956	483.025641026	303.0	2.04228
WT8	5.07964530424	364.772727273	250.0	1.90054
KO2	6.18454010844	473.458333333	312.0	2.12095
KO5	6.12178466597	494.069767442	308.0	2.09034
WT1	5.3997617984	389.6	286.0	1.96146
WT2	5.96870160339	424.017857143	309.0	1.96107
WT4	6.04974252816	524.212765957	326.0	2.01957
KO7	5.98287536815	423.833333333	292.0	2.16924
KO3	4.84370446271	439.083333333	257.0	1.8384
WT6	5.76998649746	393.404255319	275.0	1.72397
KO9	6.02114674768	436.872340426	290.0	2.07003
WT3	6.00428870809	454.0	286.0	2.18189
KO1	5.8273046445	429.0	284.0	2.08331
KO4	5.91857147589	463.0	293.0	2.12469
WT5	5.58139330012	384.195652174	270.0	2.12453
KO8	5.92917068645	489.5	271.0	1.87705
OE6	5.74562784395	404.41025641	259.0	1.75002
OE5	5.8648561314	431.162162162	275.0	1.91176
WT7	6.06843407019	465.522727273	295.0	1.97687
OE7	5.6493174328	390.076923077	258.0	2.00198
WT9	5.51338201696	387.0	280.0	1.94333
OE1	5.88097445501	440.027027027	269.0	1.96222
OE9	5.83454770868	384.275	263.0	1.53767
