	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38612955245	690.882352941	432.0	2.11574
WT8	5.1413184594	469.103448276	346.0	2.03554
KO2	6.27053860736	658.153846154	450.0	2.32341
KO5	6.20070122516	595.524590164	422.0	2.02064
WT1	5.46474521137	540.090909091	401.0	2.26258
WT2	5.99682114378	569.220588235	422.0	2.27977
WT4	6.09861071051	634.602739726	447.0	2.13957
KO7	6.03769105303	658.936170213	405.0	2.21883
KO3	4.92173600793	550.32	364.0	2.25136
WT6	5.8507622737	552.018518519	387.0	2.14685
KO9	6.09782126292	592.566037736	401.0	2.2511
WT3	6.07183781355	591.767857143	413.0	2.35187
KO1	5.91425185108	533.8875	414.0	2.09349
KO4	5.97809198023	623.5	400.0	2.33004
WT5	5.68473917536	477.111111111	362.0	2.19659
KO8	5.94119011925	523.916666667	382.0	2.232
WT7	6.1720370121	630.125	417.0	2.27947
WT9	5.64491402321	521.762711864	384.0	2.16851
