	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36648133029	712.0	389.0	2.07799
WT8	5.18999736251	514.125	334.0	2.03297
KO2	6.22697897324	597.0	402.0	2.25797
KO5	6.19290774828	549.018518519	384.0	2.22651
WT1	5.44053948023	458.017857143	343.0	2.2409
WT2	5.96849558634	583.294117647	387.0	2.2264
WT4	6.06435876081	607.916666667	409.0	2.07279
KO7	6.00211003606	504.518518519	361.0	2.16031
KO3	4.89151691478	512.108695652	327.0	2.06368
WT6	5.81811153621	488.666666667	351.0	1.92113
KO9	6.0897013752	561.446808511	369.0	2.00219
WT3	6.12646936435	552.5	388.0	2.35173
KO1	5.92809887813	532.275862069	374.0	2.22318
KO4	5.98056644858	484.0	367.0	2.27184
WT5	5.64110584078	433.019230769	326.0	2.02688
KO8	5.94172603559	496.022222222	340.0	1.95816
WT7	6.24290572112	557.064516129	391.0	2.04286
WT9	5.57342395744	457.053571429	340.0	2.17841
