	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38910637766	631.185185185	427.0	2.26399
WT8	5.14089333726	470.326086957	340.0	1.98925
KO2	6.25699542287	604.078947368	445.0	2.25777
KO5	6.19516510439	618.263157895	430.0	2.21904
WT1	5.46816658612	569.084745763	397.0	2.22611
WT2	6.02807921727	598.652173913	441.0	2.29327
WT4	6.06393119222	613.012987013	456.0	2.17409
KO7	6.05050730289	561.223880597	416.0	2.31475
KO3	4.89855526989	487.25	356.0	2.19907
WT6	5.8761605349	499.5625	388.0	2.09986
KO9	6.10455833565	516.230769231	397.0	2.27085
WT3	6.08152961347	607.181818182	431.0	2.33749
KO1	5.94893460596	569.537313433	418.0	2.27111
KO4	6.04326778486	521.775510204	388.0	2.11687
WT5	5.67352942239	512.964912281	377.0	2.24097
KO8	5.9930149849	571.603448276	399.0	2.28523
WT7	6.2254303705	655.368421053	435.0	2.25629
WT9	5.61780507891	520.149253731	395.0	2.27872
