	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34611380087	570.859375	421.0	2.31489
WT8	5.16550746538	515.888888889	363.0	2.05812
KO2	6.26431742358	640.095890411	457.0	2.30067
KO5	6.18950861158	600.051724138	425.0	2.24187
WT1	5.47115873757	525.09375	390.0	2.2477
WT2	6.01391837126	560.596491228	418.0	2.28659
WT4	6.07080095573	565.344827586	447.0	2.15245
KO7	6.0387290037	585.567164179	421.0	2.27109
KO3	4.85736876175	527.807692308	359.0	2.1409
WT6	5.87075428631	557.052631579	396.0	1.96981
KO9	6.13837065891	574.677966102	405.0	2.03981
WT3	6.09002660544	548.394366197	421.0	2.35187
KO1	5.9053942977	522.514285714	399.0	2.10831
KO4	6.01552487932	595.886792453	407.0	2.35173
WT5	5.70749294614	535.285714286	372.0	2.22627
KO8	5.9644917256	640.196078431	397.0	2.07058
WT7	6.22250585786	643.014285714	445.0	2.27869
WT9	5.5979387518	508.8	397.0	2.21895
