	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38273616758	560.620689655	400.0	2.27053
WT8	5.1143631386	466.468085106	327.0	2.01422
KO2	6.2116645145	617.677966102	418.0	2.13177
KO5	6.19124125723	538.211267606	407.0	2.18178
WT1	5.47083244506	536.258064516	386.0	2.2412
WT2	6.02052078094	523.095890411	410.0	2.30735
WT4	6.07166935578	575.288135593	408.0	2.15133
KO7	6.05924202169	593.109090909	398.0	2.19735
KO3	4.88252150551	486.58490566	338.0	2.00037
WT6	5.80919841567	497.09375	376.0	2.1217
KO9	6.1304246703	537.081967213	391.0	2.00318
WT3	6.05485130873	622.5	399.0	2.13743
KO1	5.90103141709	531.044117647	390.0	2.21672
KO4	5.98743892845	574.58490566	391.0	2.24871
WT5	5.69324858036	556.133333333	364.0	2.20409
KO8	5.98219111921	567.018518519	379.0	2.00476
WT7	6.24994257846	656.054545455	416.0	2.10151
WT9	5.55946554784	549.538461538	373.0	2.08573
