	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35513848068	615.5625	392.0	2.02788
WT8	5.15372136185	462.958333333	324.0	2.00675
KO2	6.2442131559	586.380952381	409.0	2.25676
KO5	6.18945684532	577.0	397.0	2.17972
WT1	5.4789545378	506.596491228	364.0	2.1811
WT2	6.02050899056	653.555555556	418.0	2.26174
WT4	6.09121793246	566.0	410.0	2.10708
KO7	6.02324470939	524.962264151	374.0	2.22652
KO3	4.87238500223	493.285714286	330.0	2.19065
WT6	5.83322216343	559.352941176	374.0	2.09907
KO9	6.12198466443	544.807692308	376.0	2.2284
WT3	6.04387993252	629.568181818	389.0	2.33719
KO1	5.88010049976	566.446808511	374.0	2.24865
KO4	6.02595735728	689.87804878	395.0	2.16164
WT5	5.61414420287	518.75	355.0	2.16011
KO8	5.97205438972	541.775510204	368.0	2.06102
WT7	6.19043932339	721.893617021	409.0	2.19058
WT9	5.56974769463	475.4375	362.0	2.0211
