	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40427533758	585.873015873	438.0	2.29278
WT8	5.16908722331	509.35	376.0	2.03601
KO2	6.25919018926	626.076923077	463.0	2.27975
KO5	6.20115985851	671.333333333	456.0	2.2559
WT1	5.4801658774	610.333333333	417.0	2.21942
WT2	6.03209018788	621.064516129	455.0	2.32357
WT4	6.06290752356	677.939759036	486.0	2.12965
KO7	6.03557455074	597.96875	428.0	2.22631
KO3	4.84724620231	493.254237288	364.0	2.18506
WT6	5.85847485922	563.637931034	410.0	2.21272
KO9	6.13106633636	658.708333333	429.0	2.26882
WT3	6.0996747827	576.014705882	437.0	2.3299
KO1	5.90919161141	627.25862069	432.0	2.28549
KO4	6.06389430895	603.6	432.0	2.17475
WT5	5.70472142026	591.083333333	397.0	2.219
KO8	6.02075156493	643.018518519	422.0	2.14519
WT7	6.21051687859	738.672413793	464.0	2.32327
WT9	5.61775434972	612.548387097	425.0	2.21213
