	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35366370782	472.826086957	315.0	2.13836
WT8	5.17610582882	398.772727273	265.0	1.82951
KO2	6.20457620929	450.5625	314.0	1.91029
KO5	6.15622124791	492.275862069	334.0	1.98353
WT1	5.57141560129	523.666666667	300.0	2.11267
WT2	5.89246004311	493.695652174	317.0	2.16409
WT4	6.03575416825	514.909090909	338.0	2.06378
KO7	5.95928710671	414.12244898	294.0	2.07213
KO3	4.80885940091	367.56097561	254.0	2.05213
WT6	5.78388749486	409.185185185	292.0	1.73121
KO9	5.96778353509	470.488372093	296.0	2.19621
WT3	5.97263080926	413.056603774	302.0	2.18314
KO1	5.81452489716	428.051724138	307.0	2.06102
KO4	5.91810495696	423.283018868	306.0	2.02792
WT5	5.5868878309	435.8125	292.0	1.99024
KO8	5.91707459918	439.0	291.0	1.87827
OE6	5.74684892442	381.4	265.0	1.89936
OE5	5.86320442636	403.162790698	281.0	1.91176
WT7	6.14747545749	607.774193548	316.0	1.90135
OE7	5.7054087938	378.56097561	265.0	1.95496
WT9	5.58368016143	392.267857143	291.0	2.14012
OE9	5.81512310728	392.731707317	272.0	1.91418
