	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32117028977	595.527777778	359.0	2.22671
WT8	5.16174899876	464.826086957	307.0	1.92308
KO2	6.21457840502	525.089552239	384.0	2.23566
KO5	6.17017365639	491.42	351.0	2.15301
WT1	5.45217521402	483.157894737	345.0	2.26957
WT2	6.04408824656	511.015151515	376.0	2.24365
WT4	6.05865369628	550.1875	401.0	2.13945
KO7	5.98739759752	501.882352941	345.0	2.09311
KO3	4.88530633295	459.653846154	313.0	2.0465
WT6	5.86667482802	464.509090909	339.0	1.96347
KO9	6.1256676495	527.362068966	362.0	2.0815
WT3	6.02491181669	539.857142857	358.0	2.28532
KO1	5.92897962582	529.381818182	360.0	2.04631
KO4	6.03641451426	587.534883721	358.0	2.08633
WT5	5.69156373352	524.568181818	334.0	2.20453
KO8	5.98658480205	511.12	346.0	2.06626
WT7	6.19690601388	578.557692308	375.0	2.22666
WT9	5.59609121576	531.446808511	339.0	2.19732
