	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28853890278	416.652173913	210.0	1.82752
WT8	4.89889657817	241.6	154.0	1.3443
KO2	6.00484900923	431.0	206.0	1.9002
KO5	5.96040730808	378.1	203.0	1.40988
OE2	5.68356975335	335.5	186.0	1.63889
WT1	5.34690044817	364.027027027	202.0	1.91363
WT2	5.82733510035	350.947368421	210.0	1.97556
WT4	5.82594151999	320.322580645	194.0	1.74378
KO7	5.74885585832	300.588235294	188.0	1.34275
KO3	4.86071229507	301.0	169.0	1.85389
WT6	5.59602742367	321.032258065	186.0	1.74483
OE4	5.70513996069	341.0	189.0	1.70556
KO9	5.99598325897	351.285714286	207.0	1.78862
WT3	5.86863519184	297.052631579	194.0	1.69212
KO1	5.75967472284	327.454545455	195.0	1.8317
KO4	5.89339047025	400.37037037	202.0	1.82324
WT5	5.47294269693	221.736842105	167.0	1.4801
KO8	5.7220398208	282.25	175.0	1.67251
OE6	5.54203941435	275.25	168.0	1.72764
OE5	5.74426702992	303.675675676	193.0	1.41875
WT7	6.03158964825	333.034482759	198.0	1.72756
OE7	5.40907144372	235.2	152.0	1.21845
WT9	5.38477424899	271.935483871	170.0	1.61552
OE1	5.75198687439	285.774193548	176.0	1.39427
OE8	5.8664624423	249.157894737	180.0	1.71293
OE9	5.74347497493	266.84375	173.0	1.40987
OE3	5.38993489848	300.222222222	168.0	1.59654
