	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38544540387	673.580645161	458.0	2.11514
WT8	5.15135557355	535.810344828	389.0	2.03631
KO2	6.27128455818	628.0	475.0	2.23502
KO5	6.18046070154	653.47761194	466.0	2.28525
WT1	5.51364914502	547.813333333	429.0	2.22635
WT2	6.03554880237	637.725806452	467.0	2.35203
WT4	6.08641305053	597.258064516	485.0	2.13959
KO7	6.03298722701	642.545454545	457.0	2.27109
KO3	4.904792165	512.642857143	391.0	2.22158
WT6	5.8626258809	575.660377358	415.0	2.14567
KO9	6.11213920697	597.467741935	436.0	2.10195
WT3	6.10944422414	581.538461538	455.0	2.35187
KO1	5.92597087047	567.153846154	428.0	2.26371
KO4	6.02164655076	583.0	442.0	2.33032
WT5	5.69709595797	566.684210526	408.0	2.26268
KO8	5.99022273373	542.090909091	417.0	2.08552
WT7	6.22016447946	667.533333333	476.0	2.30083
WT9	5.60415378254	619.508474576	425.0	2.24096
