	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41594137109	680.984375	467.0	2.31505
WT8	5.18666282754	577.529411765	384.0	2.04404
KO2	6.24860749315	701.46875	469.0	2.27943
KO5	6.19713669226	676.611111111	444.0	2.08667
WT1	5.48350446144	645.692307692	425.0	2.24793
WT2	6.05362457238	542.108108108	444.0	2.33935
WT4	6.09511917481	630.012820513	477.0	2.17423
KO7	6.06131623865	604.338235294	440.0	2.27109
KO3	4.93194458778	575.319148936	380.0	2.139
WT6	5.8492389718	552.444444444	411.0	2.01376
KO9	6.09935307894	567.068965517	418.0	2.33005
WT3	6.08292921935	615.31884058	449.0	2.35187
KO1	5.89208131017	608.818181818	419.0	2.26351
KO4	6.02737256311	605.122807018	427.0	2.28629
WT5	5.6763431068	573.117647059	401.0	2.24074
KO8	5.98874524818	560.227272727	417.0	2.13076
WT7	6.20144893976	591.6875	452.0	2.30131
WT9	5.6514544217	551.014705882	418.0	2.2507
