	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3152291188	436.8125	293.0	2.16707
WT8	5.12282843353	330.06122449	237.0	1.76229
KO2	6.1434733417	450.468085106	296.0	2.06694
KO5	6.1012549128	406.162790698	284.0	1.88126
OE2	5.70833684584	397.571428571	260.0	2.09403
WT1	5.36757926812	407.405405405	257.0	1.88059
WT2	5.98832231481	437.42	297.0	2.18913
WT4	5.95123195773	468.489795918	300.0	2.02683
KO7	6.03887113807	494.529411765	281.0	1.96101
KO3	4.89971959817	438.935483871	242.0	2.09454
WT6	5.74433957167	435.076923077	267.0	1.6725
KO9	5.99060214624	421.219512195	275.0	2.10739
WT3	5.96867748247	454.782608696	289.0	1.90277
KO1	5.84545854685	396.666666667	273.0	2.17858
KO4	5.92580198907	385.5	273.0	1.88337
WT5	5.63480031563	382.162790698	260.0	2.10057
KO8	5.97999483419	409.775	268.0	1.99083
OE6	5.69727207324	395.6875	241.0	1.78923
OE5	5.83224923327	362.571428571	254.0	1.88979
WT7	6.15406881287	460.75	293.0	1.96159
OE7	5.70555790495	370.162790698	248.0	1.95455
WT9	5.56342077552	416.52173913	269.0	1.88405
OE1	5.86313005224	467.451612903	256.0	1.94737
OE8	5.93204329739	377.117647059	254.0	1.93788
OE9	5.81565487086	364.857142857	254.0	1.81658
