	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38338562193	570.967213115	416.0	2.17409
WT8	5.16020971478	530.942307692	357.0	2.01486
KO2	6.25046958608	631.655737705	436.0	2.10179
KO5	6.19629476863	574.444444444	420.0	2.19779
WT1	5.51610844884	574.358490566	396.0	2.2411
WT2	6.05039690748	557.904109589	434.0	2.22236
WT4	6.05314007425	611.075949367	446.0	2.16143
KO7	6.04807318488	617.192307692	408.0	2.27044
KO3	4.88257549361	490.222222222	349.0	2.16393
WT6	5.87150256106	560.928571429	397.0	2.14395
KO9	6.07348192891	543.344827586	392.0	2.08283
WT3	6.09024033592	542.197368421	416.0	2.32897
KO1	5.88573030172	564.661764706	409.0	2.28549
KO4	6.07157572286	522.046875	399.0	2.29324
WT5	5.69412215674	553.538461538	377.0	2.20434
KO8	5.93951363502	590.306122449	386.0	2.08614
WT7	6.2192852625	570.04	425.0	2.12303
WT9	5.60675593452	523.092307692	386.0	2.21294
