	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35703952733	766.9	412.0	2.27048
WT8	5.13625916041	513.575	326.0	1.96676
KO2	6.25137046377	652.518518519	414.0	2.27834
KO5	6.14945538674	537.818181818	383.0	2.15126
WT1	5.44651571951	520.278688525	372.0	2.2408
WT2	6.01456282108	631.0	403.0	2.27127
WT4	6.04491894951	630.442622951	414.0	2.13979
KO7	5.99664998573	587.472727273	387.0	2.26347
KO3	4.96848878744	569.5	335.0	2.0757
WT6	5.85782321878	598.56097561	368.0	1.92981
KO9	6.06690295196	534.018518519	369.0	2.09076
WT3	6.09288961023	592.06	389.0	2.35173
KO1	5.86572463258	547.872727273	376.0	2.17908
KO4	6.01116285413	546.3	376.0	2.09439
WT5	5.6656128824	483.489795918	345.0	2.11536
KO8	5.98052759749	567.6	373.0	1.9773
WT7	6.18473686453	551.898305085	394.0	2.19855
WT9	5.62591491735	538.5	371.0	2.00128
