	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41118861184	610.295774648	455.0	2.11527
WT8	5.1978586724	532.779661017	384.0	2.05842
KO2	6.22939727568	626.28	463.0	2.3013
KO5	6.16342866308	618.5	436.0	2.16864
WT1	5.46990487352	538.308823529	415.0	2.22603
WT2	6.05084006292	591.378378378	458.0	2.33025
WT4	6.08931179384	657.095890411	474.0	2.12962
KO7	6.05610665257	693.862068966	452.0	2.24102
KO3	4.93826242794	490.0	380.0	2.23008
WT6	5.89239303522	599.454545455	420.0	2.09907
KO9	6.10753013036	572.033898305	421.0	2.29308
WT3	6.08439749686	638.5	446.0	2.33735
KO1	5.94676698572	584.085714286	437.0	2.26351
KO4	6.02324264325	705.5	425.0	2.29324
WT5	5.68308634335	580.611111111	403.0	2.17524
KO8	6.00144142099	628.873015873	432.0	2.25783
WT7	6.19629345943	562.014492754	427.0	2.30129
WT9	5.59309701668	618.365384615	412.0	2.07908
