	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36620232558	581.0	425.0	2.30004
WT8	5.1683857704	466.1	344.0	2.01437
KO2	6.22819971972	640.153846154	442.0	2.23517
KO5	6.21786147789	720.875	439.0	2.24171
WT1	5.56424582915	564.047619048	414.0	2.27001
WT2	6.0722586303	697.113207547	448.0	2.31773
WT4	6.08061705401	649.813333333	465.0	2.15245
KO7	6.05790698176	607.769230769	407.0	2.22585
KO3	4.9190777475	608.52	379.0	2.17773
WT6	5.87342451425	543.542372881	397.0	2.19074
KO9	6.14395644649	570.444444444	416.0	2.30315
WT3	6.0853991707	540.015625	409.0	2.30715
KO1	5.92087523573	573.677966102	404.0	2.28549
KO4	5.98856148867	540.322033898	396.0	2.32989
WT5	5.66484140183	537.12	372.0	2.20389
KO8	5.94323819384	582.8125	383.0	2.16201
WT7	6.18728948174	547.213333333	423.0	2.23503
WT9	5.60535219196	591.333333333	398.0	2.26356
