	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38630529121	527.170212766	346.0	2.0813
WT8	5.15721240468	407.109090909	290.0	1.89794
KO2	6.23300184588	541.122807018	363.0	2.2132
KO5	6.1401304679	601.7	363.0	2.21914
WT1	5.45383713308	432.055555556	319.0	2.2042
WT2	5.97614395472	477.964912281	342.0	2.1857
WT4	6.05124513087	560.75	372.0	2.13951
KO7	5.9563291019	514.9	334.0	2.11605
KO3	4.86814283972	373.466666667	270.0	2.04981
WT6	5.80518424581	466.875	324.0	1.89959
KO9	6.09753344418	437.659574468	317.0	1.99056
WT3	6.05846433051	497.773584906	342.0	2.31552
KO1	5.91675000472	474.4	321.0	2.00517
KO4	5.94742297281	474.368421053	334.0	2.09376
WT5	5.61539408504	405.5	293.0	2.13127
KO8	5.87911908877	419.936170213	297.0	1.94517
WT7	6.20273137171	531.346938776	344.0	1.97607
OE7	5.67748280237	416.88372093	285.0	1.99763
WT9	5.54831075192	463.914893617	312.0	2.18231
OE9	5.86596845942	414.022222222	295.0	1.97351
