	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.36705909704	578.014285714	441.0	2.17423
WT8	5.15247497665	503.631578947	372.0	2.01371
KO2	6.26001054043	600.0	455.0	2.21325
KO5	6.18413082822	581.0	440.0	2.19143
WT1	5.46535135143	602.25	407.0	2.21908
WT2	6.05079676544	642.25862069	447.0	2.33951
WT4	6.10957670139	659.04	483.0	2.12927
KO7	6.03978435026	670.875	438.0	2.35187
KO3	4.9107702598	525.725806452	382.0	2.20781
WT6	5.89420791351	517.444444444	406.0	2.12071
KO9	6.11879606402	596.358490566	418.0	2.24201
WT3	6.08119627596	608.791044776	442.0	2.35187
KO1	5.92252295086	646.741935484	439.0	2.28535
KO4	6.02269382178	596.4	438.0	2.30742
WT5	5.67727524888	522.42	382.0	2.19724
KO8	5.95710303168	636.741935484	429.0	2.27889
WT7	6.2089459373	639.016129032	449.0	2.28581
WT9	5.6138648515	567.084507042	418.0	2.24096
