	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.38970150288	579.080645161	406.0	2.22652
WT8	5.21932177774	467.982142857	334.0	2.01337
KO2	6.26013403917	528.394366197	401.0	2.21002
KO5	6.17552325543	593.769230769	393.0	2.22014
WT1	5.51853982292	565.058823529	377.0	2.24823
WT2	5.96308029644	522.157894737	384.0	2.21993
WT4	6.08831268734	623.904761905	422.0	2.15147
KO7	6.01013660675	556.4375	368.0	2.22683
KO3	4.865501937	516.447368421	319.0	2.12338
WT6	5.87674772868	592.5625	384.0	2.01362
KO9	6.08908745919	476.411764706	361.0	2.25877
WT3	6.10184830088	548.229508197	391.0	2.32913
KO1	5.89675484364	521.887096774	376.0	2.19684
KO4	6.01111245584	528.044117647	387.0	2.07284
WT5	5.66429545272	464.372093023	330.0	2.12465
KO8	6.01028678421	578.185185185	374.0	2.10088
WT7	6.21825621041	561.157894737	388.0	2.10151
WT9	5.60837753659	534.85	375.0	2.2566
