	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.35158381904	548.882352941	387.0	2.13709
WT8	5.16254710523	450.338709677	339.0	2.01365
KO2	6.2080878295	626.596491228	409.0	2.1462
KO5	6.23060006524	592.263157895	404.0	2.30685
WT1	5.4840519796	507.753424658	382.0	2.18243
WT2	5.96093105111	525.781818182	378.0	2.31491
WT4	6.04503429181	641.789473684	413.0	2.07212
KO7	6.02097147912	549.909090909	383.0	2.14515
KO3	4.89228227693	487.882352941	331.0	2.18522
WT6	5.87843705359	505.355932203	374.0	1.96532
KO9	6.1053266709	494.685185185	358.0	2.23836
WT3	6.09170316732	575.886792453	387.0	2.17475
KO1	5.88255849536	505.625	365.0	2.10807
KO4	6.00115783263	539.928571429	376.0	2.26414
WT5	5.64594106558	525.977272727	347.0	2.01804
KO8	5.93257869451	583.222222222	367.0	2.02753
WT7	6.16618095399	594.471698113	392.0	2.21307
WT9	5.59137399155	543.20754717	370.0	2.02257
