	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34556994416	508.392857143	354.0	2.07158
WT8	5.19982472059	491.142857143	312.0	1.9086
KO2	6.21018793695	551.529411765	358.0	2.01134
KO5	6.20841760021	603.56	371.0	2.1968
WT1	5.51330696077	464.5625	328.0	2.15771
WT2	5.94537615672	503.512195122	338.0	2.2587
WT4	5.98758382621	542.381818182	368.0	2.0636
KO7	5.99254002495	574.357142857	346.0	2.23455
KO3	4.84710320895	457.826086957	300.0	1.89403
WT6	5.85281710594	484.590163934	345.0	1.8998
KO9	6.15149289688	473.352941176	338.0	2.13557
WT3	6.04438041822	507.20754717	349.0	2.30671
KO1	5.88309634206	511.47826087	332.0	2.01697
KO4	5.96962168418	509.6	350.0	2.22715
WT5	5.65100443831	502.571428571	321.0	1.91616
KO8	5.88987666972	492.651162791	321.0	2.02349
WT7	6.14726587928	543.442307692	359.0	2.07213
OE7	5.72855392819	407.0	302.0	2.02501
WT9	5.59826256033	491.6	332.0	2.07019
