	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34117416285	495.038461538	346.0	2.07947
WT8	5.09761227953	419.057692308	293.0	1.9917
KO2	6.28478901741	479.970588235	366.0	2.16613
KO5	6.18973650062	535.381818182	366.0	2.15317
WT1	5.50879139032	489.153846154	350.0	2.23535
WT2	5.97609956181	448.613333333	355.0	2.21478
WT4	6.03001844439	563.2	376.0	2.16155
KO7	6.00552839488	485.518518519	342.0	2.05693
KO3	4.90699920027	407.018867925	298.0	2.18477
WT6	5.8282511606	494.108695652	331.0	1.84005
KO9	6.09638027354	457.418604651	328.0	2.01639
WT3	6.07860665625	517.052631579	356.0	2.31442
KO1	5.93400717636	519.263157895	351.0	2.10765
KO4	5.91466163625	492.022222222	328.0	2.04315
WT5	5.6342911646	489.243902439	318.0	1.98205
KO8	5.96715696603	452.388888889	331.0	1.99522
WT7	6.13418126903	557.625	352.0	2.13031
OE7	5.71518405197	420.283018868	303.0	2.02501
WT9	5.56755837958	517.108695652	332.0	2.22024
