	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37787142685	541.701754386	371.0	2.05605
WT8	5.07270768569	387.789473684	292.0	1.90876
KO2	6.19304243254	521.4375	378.0	2.21296
KO5	6.19529539037	496.392857143	358.0	2.1148
WT1	5.44204340018	504.318181818	331.0	2.16944
WT2	6.03469215149	483.098360656	368.0	2.28127
WT4	6.09646196326	640.8	407.0	2.17395
KO7	5.97228699282	487.781818182	340.0	2.19676
KO3	4.92519099669	436.772727273	303.0	2.16177
WT6	5.88503576676	507.163265306	349.0	2.12473
KO9	6.15151602306	504.166666667	356.0	2.01059
WT3	6.09667233365	516.714285714	371.0	2.22638
KO1	5.92471434344	535.352941176	358.0	2.2051
KO4	5.98924278236	453.018181818	340.0	2.12461
WT5	5.64866781309	459.058823529	326.0	2.13824
KO8	5.93052770288	525.4375	337.0	2.1831
WT7	6.17572236151	645.923076923	367.0	2.00657
WT9	5.52902280701	551.565217391	337.0	2.17656
