	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.25281556546	384.171428571	237.0	1.82779
WT8	5.11072791217	308.441176471	188.0	1.63949
KO2	6.07335007952	303.0	220.0	1.83911
KO5	6.03830163287	375.372093023	241.0	1.93746
OE2	5.72502387667	302.069767442	211.0	1.48641
WT1	5.31936324659	344.459459459	216.0	1.6714
WT2	5.89386759279	399.027027027	237.0	2.1393
WT4	5.97342722503	381.567567568	234.0	1.87012
KO7	5.95128241494	354.75	220.0	1.93096
KO3	4.70252665111	287.837837838	182.0	1.82529
WT6	5.79207362634	369.0	219.0	1.61606
OE4	5.69648041036	337.558823529	209.0	1.92254
KO9	5.98598214649	344.243243243	221.0	1.88848
WT3	6.02437194276	442.121212121	240.0	2.0717
KO1	5.84333845597	365.171428571	218.0	1.87629
KO4	5.9160153647	389.081081081	230.0	1.96207
WT5	5.59561589352	363.6875	209.0	1.90032
KO8	5.91385676999	441.875	223.0	1.91065
OE6	5.56650754977	328.857142857	189.0	1.66955
OE5	5.69786563358	266.078947368	195.0	1.62239
WT7	6.04574703421	357.8	222.0	1.89793
OE7	5.68220399657	328.848484848	202.0	1.69429
WT9	5.47397341234	318.902439024	210.0	1.70698
OE1	5.79049841785	391.689655172	207.0	1.78173
OE8	5.87449798362	300.142857143	209.0	1.7449
OE9	5.81760479413	307.428571429	203.0	1.78889
OE3	5.44352088634	238.642857143	186.0	1.69329
