	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.30440503573	528.568181818	338.0	2.15152
WT8	5.13817287347	387.734693878	272.0	1.79421
KO2	6.20893375822	509.12244898	338.0	2.0359
KO5	6.13342101709	450.448979592	319.0	2.10963
WT1	5.33688717568	458.571428571	297.0	1.76575
WT2	6.00341706573	484.948275862	347.0	2.1498
WT4	6.01664912367	550.949152542	359.0	2.08083
KO7	5.92382672021	471.826086957	314.0	1.98259
KO3	4.81120929176	413.775	272.0	1.87773
WT6	5.80211536112	493.977272727	315.0	2.06254
KO9	6.04774894069	414.9375	299.0	1.92125
WT3	6.03299662688	477.038461538	328.0	2.26835
KO1	5.88194451691	492.7	325.0	2.17146
KO4	5.9432832937	419.058823529	312.0	2.22486
WT5	5.63247704622	413.108108108	282.0	1.99058
KO8	5.90989316296	502.447368421	305.0	1.88917
OE6	5.74748423188	445.0	280.0	1.89605
WT7	6.08006394949	529.692307692	318.0	1.9966
OE7	5.68067407564	391.75	278.0	2.02471
WT9	5.51659264611	490.170212766	309.0	2.10447
OE9	5.8647116348	415.886363636	287.0	1.90735
