	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28535732641	387.871794872	266.0	1.99029
WT8	5.12911850933	352.454545455	220.0	1.50224
KO2	6.21027835585	393.918367347	276.0	1.9656
KO5	6.09393996927	442.75	276.0	1.86239
OE2	5.72440835409	412.256410256	250.0	2.07995
WT1	5.41345237385	405.162162162	249.0	1.86649
WT2	5.86102990467	377.765957447	266.0	2.01864
WT4	5.96787040252	439.0	271.0	1.9919
KO7	5.9425852657	404.558139535	260.0	2.06436
KO3	4.81711023383	335.823529412	210.0	2.03854
WT6	5.75559571193	401.15	254.0	1.97068
KO9	5.99177506153	459.228571429	262.0	2.08436
WT3	5.98440702219	371.06	266.0	2.15967
KO1	5.84224151783	439.733333333	273.0	1.92767
KO4	5.82011255379	352.818181818	247.0	1.63384
WT5	5.54499900007	356.825	238.0	1.86495
KO8	5.81952977322	380.794117647	241.0	2.06554
OE6	5.65342697067	332.451612903	220.0	1.73607
OE5	5.83043012652	442.0	247.0	1.86778
WT7	6.02544991641	439.137931034	258.0	2.0351
OE7	5.74044726387	360.731707317	240.0	1.95455
WT9	5.57428705109	353.578947368	241.0	1.83008
OE1	5.84907871791	352.5	235.0	1.87718
OE8	5.92314406024	340.87804878	241.0	1.91576
OE9	5.79719570708	386.724137931	236.0	1.89169
