	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.95125670248	182.5	116.0	1.37762
WT8	4.97004287327	207.625	97.0	1.08948
KO2	5.71154017281	209.615384615	122.0	1.71584
KO5	5.7387291716	231.9	118.0	1.32426
OE2	5.21573496425	117.157894737	84.0	0.98464
WT1	4.89328490129	193.5	102.0	1.47116
WT2	5.47453724462	183.44	115.0	1.55804
WT4	5.70241019209	227.636363636	121.0	1.52303
KO7	5.46173815539	159.588235294	96.0	1.48009
KO3	4.61198549351	172.0	87.0	1.01586
WT6	5.44505421187	198.047619048	108.0	1.29389
OE4	5.62061587065	193.454545455	113.0	1.54939
KO9	5.82411006644	163.107142857	112.0	1.51743
WT3	5.76430696927	221.625	121.0	1.50564
KO1	5.47668521547	203.235294118	106.0	1.75074
KO4	5.73442551704	178.956521739	112.0	1.06846
WT5	5.34285431137	189.555555556	104.0	1.11725
KO8	5.53206777353	215.647058824	108.0	0.99768
OE6	5.58387877523	156.041666667	105.0	1.03269
OE5	5.25612015066	153.882352941	93.0	1.09785
WT7	5.74075094589	239.75	119.0	1.55384
OE7	5.25036841762	175.666666667	94.0	1.37906
WT9	5.14831642114	138.0	93.0	1.3029
OE1	5.56777145958	178.0	108.0	1.20333
OE8	5.5137896645	173.714285714	103.0	1.18595
OE9	5.56909036543	149.105263158	97.0	1.07414
OE3	5.29154100207	167.045454545	102.0	1.04514
