	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37991109449	687.967741935	448.0	2.13787
WT8	5.16060748435	522.75	359.0	2.01431
KO2	6.22577352648	601.029850746	432.0	2.27966
KO5	6.23246810971	680.555555556	430.0	2.13167
WT1	5.47333481744	537.227272727	394.0	2.20443
WT2	6.04783012376	591.193548387	432.0	2.29493
WT4	6.09096944152	663.041666667	454.0	2.13883
KO7	6.0206470485	593.0	395.0	2.28547
KO3	4.9280089469	576.571428571	358.0	2.22757
WT6	5.82764762845	491.865384615	368.0	2.12474
KO9	6.14235406033	520.52173913	399.0	2.08328
WT3	6.09901563222	580.125	417.0	2.35173
KO1	5.92227245229	561.2	405.0	2.24913
KO4	6.07892078339	585.96875	416.0	2.13103
WT5	5.66567946212	509.725490196	365.0	2.17497
KO8	5.94838223575	581.708333333	379.0	2.10141
WT7	6.20843033685	616.25862069	421.0	2.23502
WT9	5.60735158458	534.151515152	393.0	2.0862
