	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34572964952	564.82	373.0	2.27806
WT8	5.11540335716	468.12244898	315.0	1.96669
KO2	6.21053540439	519.090909091	380.0	2.12926
KO5	6.18445044358	510.095238095	377.0	2.26311
WT1	5.48318633769	473.424242424	356.0	2.2189
WT2	6.02019301193	535.4375	392.0	2.20468
WT4	6.04080117822	527.0	390.0	2.06302
KO7	5.94980961327	556.529411765	363.0	2.15184
KO3	4.89220762246	433.1	311.0	1.96395
WT6	5.812492904	476.489795918	338.0	1.80773
KO9	6.11671155733	517.888888889	365.0	2.29278
WT3	6.05378499741	509.15625	372.0	2.30639
KO1	5.89212573936	504.472727273	359.0	2.09331
KO4	6.03821066209	562.063829787	358.0	2.07225
WT5	5.71429898966	528.216216216	332.0	2.18161
KO8	5.9486608117	601.275	351.0	1.96031
WT7	6.18725247762	546.773584906	371.0	2.07918
WT9	5.54921187922	464.0	343.0	2.19429
