	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3560411032	513.3	367.0	2.03922
WT8	5.16943854264	401.12	294.0	1.9117
KO2	6.20053914474	532.803571429	364.0	2.23214
KO5	6.12766009762	493.566037736	352.0	1.98332
WT1	5.37220852205	523.108108108	317.0	1.93491
WT2	6.0138612579	537.362068966	372.0	2.24473
WT4	6.0460543234	510.151515152	369.0	2.02814
KO7	5.9235336232	489.638297872	330.0	1.98256
KO3	4.81188010391	407.558139535	283.0	1.83115
WT6	5.83547099614	441.166666667	330.0	1.82549
KO9	6.09762048865	438.018518519	333.0	2.19467
WT3	6.05033571013	464.681818182	351.0	2.15151
KO1	5.94532255119	495.234375	356.0	2.18109
KO4	5.99262347906	498.243902439	327.0	2.18337
WT5	5.6471300484	444.41025641	299.0	2.02946
KO8	5.91415878321	491.146341463	317.0	2.0396
WT7	6.15546491876	568.0	355.0	2.11828
OE7	5.72010040903	406.178571429	303.0	2.02501
WT9	5.55273372772	475.632653061	320.0	2.12338
