	shannon	chao1	observed_otus	PD_whole_tree
KO6	5.75195330732	219.142857143	117.0	1.08229
WT8	4.75065854497	190.214285714	88.0	0.90357
KO2	5.81605234551	228.476190476	120.0	1.14013
KO5	5.8471352454	224.0	122.0	1.58278
OE2	5.07118100904	251.75	86.0	1.05329
WT1	5.00560624039	194.083333333	92.0	1.25861
WT2	5.400418133	188.8	109.0	1.35345
WT4	5.60836582901	234.166666667	115.0	1.49593
KO7	5.60399507114	220.066666667	106.0	1.52323
KO3	4.50122289956	179.230769231	85.0	1.00716
WT6	5.49993438368	220.235294118	109.0	1.04165
OE4	5.36967100362	211.9375	105.0	1.49539
KO9	5.67389129017	184.391304348	110.0	1.34602
WT3	5.58471106768	232.0625	110.0	1.71652
KO1	5.30554217824	140.0	97.0	1.64287
KO4	5.54726208394	158.206896552	107.0	1.09647
WT5	5.28107302192	205.666666667	103.0	1.07954
KO8	5.43661051393	180.666666667	99.0	1.34806
OE6	5.52345264191	157.681818182	102.0	1.03981
OE5	5.48713559368	294.25	110.0	1.31657
WT7	5.56388677939	246.5	107.0	1.58819
OE7	5.32779179109	195.882352941	102.0	1.01336
WT9	5.18487050246	173.0	95.0	1.34613
OE1	5.42781730815	195.25	99.0	1.20608
OE8	5.64666638014	231.333333333	103.0	1.04448
OE9	5.39038948557	162.176470588	93.0	1.56071
OE3	5.23288869589	234.2	104.0	1.11029
