	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.41654895576	635.684210526	429.0	2.3073
WT8	5.13633164113	544.630434783	348.0	1.98921
KO2	6.26215276442	638.942857143	448.0	2.30147
KO5	6.18231483573	598.701754386	413.0	2.2044
WT1	5.46481415248	561.725490196	387.0	2.25749
WT2	6.02049729632	563.287671233	430.0	2.29389
WT4	6.06587558999	628.461538462	455.0	2.15133
KO7	5.96571309807	533.590163934	394.0	2.15273
KO3	4.90858762288	510.277777778	355.0	2.10646
WT6	5.86757858897	584.529411765	391.0	2.10191
KO9	6.11320875499	611.722222222	402.0	2.26124
WT3	6.08254136131	605.438596491	412.0	2.31475
KO1	5.86403649972	546.660377358	386.0	2.22687
KO4	6.03488115713	601.529411765	408.0	2.11653
WT5	5.69890166833	516.142857143	371.0	2.15295
KO8	5.94522445515	512.044776119	383.0	2.14771
WT7	6.18833443058	634.596491228	417.0	2.04253
WT9	5.58672581024	582.672413793	390.0	2.0359
