	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28424478693	574.8	366.0	2.01949
WT8	5.10461170708	427.178571429	306.0	1.9117
KO2	6.19180470328	520.882352941	364.0	2.08003
KO5	6.13460957352	508.842105263	364.0	1.98213
WT1	5.39945312005	576.956521739	350.0	1.99481
WT2	6.02121857496	514.518518519	364.0	2.19886
WT4	6.08688791624	562.953125	386.0	2.11703
KO7	5.95313944669	491.781818182	344.0	2.1744
KO3	4.87548909491	415.355932203	310.0	2.13357
WT6	5.81230447968	507.0	330.0	1.94644
KO9	6.08668295817	491.2	346.0	2.0468
WT3	6.04053514873	502.0	367.0	2.27086
KO1	5.89690785908	468.558139535	324.0	1.99415
KO4	6.01398482718	525.660377358	355.0	2.21699
WT5	5.63832650051	471.590909091	320.0	2.21745
KO8	5.93295934691	473.872340426	327.0	2.17468
WT7	6.22035895231	587.020408163	371.0	2.05795
WT9	5.64801123698	520.775510204	347.0	2.01312
