	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37909122802	645.615384615	462.0	2.30745
WT8	5.17516427021	526.322033898	382.0	2.058
KO2	6.25582990677	637.764705882	469.0	2.30163
KO5	6.21841700631	630.923076923	459.0	2.28573
WT1	5.45472275638	558.344827586	407.0	2.26272
WT2	6.04147897318	577.308823529	454.0	2.30253
WT4	6.0790781844	614.136363636	482.0	2.15163
KO7	6.0317102505	595.362068966	430.0	2.26438
KO3	4.83906508612	561.923076923	360.0	2.27978
WT6	5.88447412358	586.5	422.0	2.14567
KO9	6.11658956689	559.590163934	420.0	2.22743
WT3	6.09990108661	659.918032787	454.0	2.35159
KO1	5.91069361465	557.044117647	426.0	2.26371
KO4	5.98617002037	624.881355932	438.0	2.30807
WT5	5.67141506074	587.32	401.0	2.17512
KO8	5.96204193306	653.611111111	421.0	2.09397
WT7	6.18265977772	656.642857143	461.0	2.14625
WT9	5.63500927116	591.642857143	432.0	2.27082
