	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40123108683	635.347826087	451.0	2.17423
WT8	5.18103082562	512.775862069	377.0	2.03631
KO2	6.21346606036	689.5	448.0	2.30143
KO5	6.1894802143	629.672413793	437.0	2.06344
WT1	5.47709626989	573.166666667	411.0	2.26308
WT2	6.05025097597	578.5	451.0	2.33951
WT4	6.07556984415	690.369863014	477.0	2.12971
KO7	6.01011591267	577.55	420.0	2.32927
KO3	4.9165214367	597.020408163	381.0	2.25776
WT6	5.86611537855	603.0	402.0	2.21258
KO9	6.10170339491	594.725806452	424.0	2.17423
WT3	6.08355505543	580.545454545	431.0	2.35187
KO1	5.90895090528	576.21875	422.0	2.23428
KO4	5.99238192346	666.590909091	416.0	2.0873
WT5	5.69085689372	550.553191489	383.0	2.19705
KO8	5.98485943518	617.5	416.0	2.05565
WT7	6.2449099827	630.438356164	454.0	2.30145
WT9	5.60071272338	623.928571429	419.0	2.20113
