	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.33074252042	450.56	324.0	2.19261
WT8	5.09912030574	388.404255319	270.0	1.81604
KO2	6.1379183122	467.25	336.0	2.19636
KO5	6.15596930167	594.227272727	347.0	1.99787
WT1	5.3789047147	439.4	306.0	2.17497
WT2	5.93652850682	492.5	335.0	1.97555
WT4	6.01746800979	587.019607843	362.0	2.12935
KO7	5.97338483383	462.386363636	316.0	2.28399
KO3	4.9335031008	451.857142857	279.0	2.11898
WT6	5.80017963259	498.228571429	301.0	2.04008
KO9	6.05431563734	454.264150943	315.0	2.04732
WT3	6.02660623397	513.358490566	335.0	2.09441
KO1	5.79968155493	461.886363636	305.0	2.16838
KO4	5.98061739989	427.188679245	312.0	2.10213
WT5	5.62157757184	411.333333333	290.0	1.95949
KO8	5.88569567507	471.5625	291.0	1.93929
OE6	5.73935969834	409.0	279.0	1.92451
WT7	6.11089023555	495.222222222	323.0	2.09569
OE7	5.72267914355	383.322033898	289.0	2.01249
WT9	5.56388240716	461.632653061	306.0	2.2127
OE9	5.86789240444	406.386363636	287.0	1.96099
