	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.27767504582	430.666666667	295.0	2.01837
WT8	5.03792004394	389.692307692	247.0	1.84691
KO2	6.18378204958	536.0	323.0	2.1008
KO5	6.00432382278	418.1875	291.0	2.07198
WT1	5.45464473292	471.076923077	288.0	2.18245
WT2	5.91477148852	471.046511628	305.0	2.13773
WT4	6.01343768151	480.6875	314.0	2.00557
KO7	5.93915910337	418.88372093	282.0	1.86323
KO3	4.84532491631	403.583333333	249.0	2.14087
WT6	5.80623783049	414.41025641	269.0	1.81899
KO9	6.00798761513	396.695652174	278.0	1.91401
WT3	6.01078491538	459.333333333	298.0	2.02748
KO1	5.88007725556	626.935483871	304.0	2.09049
KO4	5.93217159829	498.108108108	292.0	1.90946
WT5	5.60598163606	391.775	263.0	1.70396
KO8	5.89085386139	461.65	292.0	1.92917
OE6	5.69967553746	422.451612903	253.0	1.85888
OE5	5.85692703946	428.0	263.0	1.86655
WT7	6.07148248714	420.865384615	297.0	2.06256
OE7	5.70254547984	409.56097561	266.0	1.95895
WT9	5.48300393376	379.0	274.0	1.80103
OE1	5.87203850946	463.75	266.0	1.91759
OE9	5.82883501192	388.333333333	259.0	1.56633
