	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.34667750638	481.166666667	352.0	2.11482
WT8	5.08014163704	407.01754386	296.0	1.84108
KO2	6.1325946603	483.264150943	344.0	2.00332
KO5	6.18215080425	523.125	364.0	1.93224
WT1	5.47034375699	444.241935484	331.0	2.20076
WT2	6.03231454377	533.622641509	368.0	2.19709
WT4	6.03523322913	515.6	356.0	2.09583
KO7	5.97560446883	443.172413793	336.0	2.17402
KO3	4.9201751608	481.92	309.0	2.11806
WT6	5.82225808508	482.117647059	335.0	1.94442
KO9	6.12471651556	535.4375	347.0	2.12089
WT3	6.05486434198	492.93220339	353.0	2.26349
KO1	5.853952607	517.125	337.0	2.22605
KO4	5.99383920446	493.781818182	346.0	2.21856
WT5	5.64419263806	440.893617021	311.0	2.04999
KO8	5.92607257802	439.538461538	320.0	2.04979
WT7	6.13580359602	555.428571429	354.0	2.05812
OE7	5.71694322294	391.283018868	296.0	1.99763
WT9	5.54101671999	504.448979592	328.0	1.97651
