	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3984762113	612.640625	454.0	2.27051
WT8	5.17798639396	548.333333333	392.0	2.05842
KO2	6.25295562267	616.131578947	473.0	2.2793
KO5	6.24221762209	641.5	471.0	2.26335
WT1	5.52259890589	557.891891892	432.0	2.27001
WT2	6.06598320619	613.424242424	466.0	2.30729
WT4	6.107281311	669.12195122	496.0	2.15231
KO7	6.04945716617	632.625	441.0	2.28624
KO3	4.93714735521	608.684210526	402.0	2.2151
WT6	5.8900017024	629.078431373	430.0	2.16877
KO9	6.08547180772	622.842105263	432.0	2.30745
WT3	6.09599787376	604.041666667	455.0	2.35173
KO1	5.91074020613	582.144927536	435.0	2.24885
KO4	6.02830471938	654.916666667	456.0	2.29338
WT5	5.68865752173	632.357142857	404.0	2.19724
KO8	5.96222435394	587.362068966	422.0	2.09389
WT7	6.221036492	622.2	461.0	2.16807
WT9	5.60624141149	576.693548387	422.0	2.23496
