	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.2915797321	326.243902439	235.0	1.80095
WT8	5.15307270775	336.5	199.0	1.45629
KO2	6.12275150751	422.387096774	236.0	2.06313
KO5	5.98193292023	332.818181818	227.0	2.07164
OE2	5.6604504835	346.090909091	205.0	1.92158
WT1	5.27704002477	285.025	202.0	1.81701
WT2	5.91343600937	369.6	231.0	1.93822
WT4	5.90830535744	395.590909091	244.0	1.72793
KO7	5.76207987438	320.428571429	206.0	1.85676
KO3	4.77418614028	303.428571429	189.0	1.68933
WT6	5.62799537326	337.323529412	206.0	1.36494
OE4	5.73177751143	356.236842105	218.0	1.63114
KO9	5.94562379348	319.9375	211.0	1.93287
WT3	5.88505065457	385.5	225.0	1.94533
KO1	5.7842053782	371.153846154	223.0	1.87733
KO4	5.75724985362	345.032258065	210.0	1.7181
WT5	5.42051190576	376.384615385	201.0	1.91541
KO8	5.87718054122	368.588235294	223.0	1.77181
OE6	5.66024318952	290.7	188.0	1.36857
OE5	5.76595372634	240.523809524	191.0	1.70932
WT7	6.01029942412	356.303030303	221.0	1.88784
OE7	5.61452490874	269.0	190.0	1.81477
WT9	5.43176107336	391.5625	211.0	1.84485
OE1	5.83129027313	367.115384615	199.0	1.83589
OE8	5.87024864952	320.135135135	207.0	1.45742
OE9	5.75667363761	276.27027027	193.0	1.66877
OE3	5.54457328032	305.451612903	193.0	1.70207
