	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.23474745344	354.236842105	216.0	2.05878
WT8	4.97333381153	252.625	152.0	1.60747
KO2	6.12313267304	325.625	214.0	1.83477
KO5	6.05530426021	310.371428571	201.0	1.98099
OE2	5.57107844804	297.6	168.0	1.70366
WT1	5.29596999489	257.357142857	184.0	1.66362
WT2	5.84450135974	303.0	198.0	1.95969
WT4	5.84090955954	325.823529412	200.0	1.87858
KO7	5.69656411923	372.576923077	186.0	1.39353
KO3	4.78003799148	269.615384615	160.0	1.21101
WT6	5.68219847113	365.25	192.0	1.57613
OE4	5.63164789162	333.875	178.0	1.5913
KO9	5.97047084084	349.0	202.0	1.78097
WT3	5.93048773261	352.588235294	207.0	1.84127
KO1	5.65914407103	368.037037037	192.0	1.93546
KO4	5.9136724204	337.108108108	206.0	1.98827
WT5	5.51308772571	352.115384615	184.0	1.74616
KO8	5.86853045323	335.032258065	200.0	1.88372
OE6	5.68113792213	303.103448276	180.0	1.69234
OE5	5.70475583301	294.714285714	179.0	1.27275
WT7	6.04667803378	290.552631579	201.0	1.85345
OE7	5.62072863547	278.551724138	175.0	1.60831
WT9	5.36198375608	258.363636364	172.0	1.69322
OE1	5.7164011762	293.5	175.0	1.75792
OE8	5.81411280369	272.870967742	176.0	1.64902
OE9	5.78486165168	275.571428571	183.0	1.38917
OE3	5.38320545249	288.538461538	167.0	1.80019
