	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.32767168162	555.022222222	357.0	2.24738
WT8	5.17850181538	411.294117647	298.0	1.86278
KO2	6.17938001079	536.820895522	381.0	2.08079
KO5	6.17967657274	584.565217391	370.0	2.04122
WT1	5.52495429996	519.517857143	358.0	2.24793
WT2	5.99797596233	555.786885246	387.0	2.24863
WT4	6.04165118435	561.451612903	386.0	2.10754
KO7	6.02282455547	473.72	338.0	2.20387
KO3	4.91591184986	462.80952381	304.0	2.07863
WT6	5.87603934756	428.892307692	340.0	1.94354
KO9	6.06108307066	560.4	363.0	2.25
WT3	6.10860337642	501.459016393	364.0	2.35159
KO1	5.92686646129	508.882352941	347.0	2.16014
KO4	6.03155249442	489.015151515	360.0	2.02325
WT5	5.69572004865	445.234042553	320.0	2.08815
KO8	5.94567961629	565.06122449	352.0	1.99519
WT7	6.19886021631	538.904761905	380.0	2.01827
WT9	5.62320637614	482.474576271	349.0	2.05696
