	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40525438039	519.253521127	417.0	2.29976
WT8	5.13397668527	469.049180328	352.0	2.03615
KO2	6.2357011205	581.133333333	440.0	2.32327
KO5	6.20609325839	612.25	426.0	2.04278
WT1	5.4447254715	586.766666667	403.0	2.24104
WT2	6.00630370809	620.5	438.0	2.26272
WT4	6.05599136962	621.281690141	451.0	2.10787
KO7	6.0025295709	540.234375	401.0	2.18343
KO3	4.89807512439	503.590163934	364.0	2.17728
WT6	5.83897187932	512.222222222	380.0	2.1438
KO9	6.07945063649	555.411764706	391.0	2.24923
WT3	6.08264539265	540.089552239	413.0	2.32927
KO1	5.87597960961	608.35	412.0	2.26337
KO4	5.96292786572	564.362068966	399.0	2.26424
WT5	5.66650694443	565.956521739	378.0	2.19721
KO8	5.97148020427	604.62	390.0	2.10235
WT7	6.20344257836	673.93220339	439.0	2.10245
WT9	5.60797733549	547.0	393.0	2.11576
