	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37197060808	536.064516129	388.0	2.27094
WT8	5.15613360449	478.58490566	330.0	1.98891
KO2	6.24847891421	616.2	402.0	2.22178
KO5	6.16314573598	526.779661017	378.0	2.07406
WT1	5.47969562421	533.263157895	365.0	2.20407
WT2	6.06294055925	550.258064516	400.0	2.24931
WT4	6.07463185613	585.25	399.0	2.07298
KO7	5.9689404766	571.097560976	357.0	2.00383
KO3	4.90340731287	421.057692308	312.0	2.16174
WT6	5.83509367901	559.565217391	360.0	2.03189
KO9	6.09806876928	534.7	367.0	2.15819
WT3	6.07555297055	528.068965517	379.0	2.35157
KO1	5.91579351265	571.625	380.0	2.25611
KO4	6.00941446768	586.0	373.0	2.17454
WT5	5.71739299644	534.466666667	351.0	2.19703
KO8	5.90321014157	469.05	344.0	2.1056
WT7	6.24473490109	562.75	389.0	2.05771
WT9	5.57093489871	495.568965517	351.0	2.03532
