	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.28369804872	455.027027027	284.0	2.02759
WT8	5.124558494	373.9	240.0	1.84966
KO2	6.14645934628	465.25	304.0	2.02992
KO5	6.06928895434	423.565217391	286.0	2.08035
OE2	5.73693870908	397.833333333	266.0	2.08684
WT1	5.37277228586	369.222222222	257.0	2.0698
WT2	5.93269683639	412.571428571	303.0	2.20707
WT4	5.93698615487	463.553191489	296.0	2.041
KO7	5.94363008569	410.775	269.0	2.21118
KO3	4.90647172103	340.020408163	245.0	1.99792
WT6	5.77776730613	481.923076923	280.0	1.78146
KO9	6.08619998736	439.657894737	279.0	2.13481
WT3	6.01449315302	376.964912281	283.0	2.18233
KO1	5.86077194885	471.027777778	276.0	2.1675
KO4	6.00792359957	434.222222222	286.0	2.06406
WT5	5.54302934671	391.285714286	247.0	1.89611
KO8	5.89848827764	439.171428571	271.0	1.84672
OE6	5.69159490725	388.216216216	249.0	1.86967
OE5	5.81646225566	352.0	257.0	1.88963
WT7	6.07021361676	481.0	289.0	2.01299
OE7	5.64913187848	400.96875	240.0	1.95606
WT9	5.50526332207	453.0	267.0	1.88826
OE1	5.8422837557	456.357142857	250.0	1.91685
OE8	5.93306253796	375.675675676	255.0	1.93802
OE9	5.8076661268	365.4	249.0	1.54683
