	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37635931578	596.85	430.0	2.32929
WT8	5.1806228095	545.362068966	380.0	2.02132
KO2	6.26871315014	614.383561644	453.0	2.16821
KO5	6.1742422079	565.014285714	428.0	2.25675
WT1	5.45442156517	581.838709677	404.0	2.17834
WT2	6.03481254024	538.338709677	427.0	2.25799
WT4	6.06476573656	657.970588235	459.0	2.17395
KO7	6.0328416627	632.518518519	420.0	2.24912
KO3	4.91750319065	522.773584906	367.0	2.2358
WT6	5.83774777631	571.288135593	404.0	2.09903
KO9	6.12307111448	568.444444444	414.0	2.2165
WT3	6.07635978391	553.09375	418.0	2.31552
KO1	5.92948762803	591.0	417.0	2.24849
KO4	6.03231599174	583.166666667	421.0	2.15303
WT5	5.72844600913	533.472727273	388.0	2.17526
KO8	5.97551246219	624.524590164	416.0	2.01361
WT7	6.21372147117	594.590909091	432.0	2.30083
WT9	5.60752252367	566.362068966	401.0	2.19964
