	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.16035494279	330.12	177.0	1.4037
WT8	4.84054226099	247.75	127.0	1.2526
KO2	5.93057752767	320.344827586	176.0	1.60788
KO5	5.91493687339	218.0	155.0	1.58058
OE2	5.45330499239	245.55	135.0	1.1887
WT1	5.21202395171	216.090909091	145.0	1.55117
WT2	5.81250561214	388.9	175.0	1.61753
WT4	5.65776883192	217.193548387	148.0	1.7796
KO7	5.7426385306	293.333333333	154.0	1.91452
KO3	4.66534804094	222.65	125.0	1.34396
WT6	5.6316678112	298.8	156.0	1.62962
OE4	5.59175976604	264.0	150.0	1.35672
KO9	5.88142814444	274.7	164.0	1.69862
WT3	5.90684462945	373.714285714	170.0	1.62173
KO1	5.61185307017	271.12	151.0	1.72547
KO4	5.83515734808	252.516129032	163.0	1.63826
WT5	5.31172994929	247.0	142.0	1.30438
KO8	5.77396395869	258.785714286	157.0	1.74214
OE6	5.57413557004	249.24	147.0	1.2689
OE5	5.5104655033	196.033333333	139.0	1.22405
WT7	5.99760434622	344.130434783	170.0	1.68332
OE7	5.57534082741	185.916666667	140.0	1.08862
WT9	5.3311275571	255.0	144.0	1.72864
OE1	5.64018888906	289.0	146.0	1.57831
OE8	5.79409282253	290.84	158.0	1.67541
OE9	5.68476549734	215.333333333	143.0	1.14736
OE3	5.41572860254	241.4	142.0	1.59269
