	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.3142415912	493.62	346.0	2.07094
WT8	5.14786069142	405.0	296.0	1.91884
KO2	6.24378910243	587.181818182	384.0	2.25763
KO5	6.13168857427	486.352941176	344.0	1.97253
WT1	5.46563197129	476.459016393	339.0	2.17087
WT2	6.00180413685	533.92	361.0	2.23652
WT4	6.00640216084	595.0	363.0	2.04771
KO7	5.92741303412	530.243902439	332.0	2.20408
KO3	4.86519779636	474.348837209	297.0	1.98684
WT6	5.80009102621	487.518518519	337.0	1.81261
KO9	6.05197250254	520.023255814	331.0	2.28055
WT3	6.04046819054	476.166666667	347.0	2.22603
KO1	5.85724011365	503.052631579	342.0	2.22336
KO4	5.88298148695	498.285714286	335.0	2.06478
WT5	5.63424719977	509.052631579	318.0	2.01314
KO8	5.88421587818	495.657894737	314.0	1.97294
WT7	6.21048243406	530.842105263	365.0	2.02114
OE7	5.70494676189	400.181818182	299.0	2.01249
WT9	5.53001710547	451.0	319.0	1.99841
