	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.37488076098	619.454545455	427.0	2.24941
WT8	5.1749908573	488.981132075	352.0	2.03636
KO2	6.23240251982	594.652173913	437.0	2.25778
KO5	6.20035110973	616.766666667	433.0	2.28539
WT1	5.49671612402	550.308823529	401.0	2.23537
WT2	6.05628906746	609.671875	442.0	2.33951
WT4	6.09871006628	588.821428571	454.0	2.15231
KO7	6.00690168741	619.411764706	409.0	2.0935
KO3	4.89869373135	493.35	360.0	2.22156
WT6	5.89525082039	537.0	402.0	1.96547
KO9	6.08488694896	598.75	410.0	2.26356
WT3	6.07033140083	585.85	419.0	2.35173
KO1	5.92766086187	623.684210526	417.0	2.28549
KO4	6.0108626261	550.732142857	401.0	2.15257
WT5	5.67301184133	512.625	372.0	2.19693
KO8	5.98090509321	538.333333333	399.0	2.13944
WT7	6.20206364318	631.380952381	432.0	2.15321
WT9	5.62128059672	560.362068966	395.0	2.06361
