	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.40602877638	631.47826087	395.0	2.24224
WT8	5.12066460393	482.714285714	322.0	1.79771
KO2	6.24275900952	552.5	385.0	2.12425
KO5	6.1750358093	590.06	387.0	2.21327
WT1	5.46888681015	525.775510204	352.0	2.20445
WT2	5.98568652696	528.338709677	391.0	2.30749
WT4	6.07584666349	588.158730159	406.0	2.12965
KO7	6.05250834396	581.716981132	382.0	2.28404
KO3	4.87491561098	461.944444444	323.0	2.11689
WT6	5.85801617118	494.944444444	356.0	1.98855
KO9	6.16480019787	586.06	383.0	2.22699
WT3	6.07686747767	619.357142857	381.0	2.35173
KO1	5.92343511914	583.557692308	380.0	2.15698
KO4	6.01756930693	520.451612903	381.0	2.3296
WT5	5.66967581804	475.02173913	335.0	2.15962
KO8	5.92302192085	498.638297872	339.0	1.94704
WT7	6.20362232581	540.275862069	382.0	2.24235
WT9	5.59255565065	488.095238095	355.0	2.01681
