	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.39149338142	581.846153846	419.0	2.27037
WT8	5.14802248123	490.096774194	359.0	2.04328
KO2	6.22162270372	638.47826087	440.0	2.25715
KO5	6.18566593089	640.520833333	420.0	2.06172
WT1	5.46431466267	557.985074627	400.0	2.2847
WT2	5.98644123796	540.046153846	415.0	2.29311
WT4	6.10125317085	615.478873239	443.0	2.12921
KO7	6.03342959573	613.046511628	390.0	2.24915
KO3	4.88363962984	543.826086957	353.0	2.18341
WT6	5.87902209237	542.5	385.0	2.10178
KO9	6.1564998778	517.267857143	394.0	2.25827
WT3	6.07817768485	575.0	419.0	2.30715
KO1	5.89732244801	573.9	393.0	2.28549
KO4	6.04349395675	614.279069767	388.0	2.10846
WT5	5.68408211016	498.222222222	366.0	2.15217
KO8	5.97722451661	532.865384615	379.0	2.08678
WT7	6.19195770926	593.197368421	430.0	2.32327
WT9	5.55302114057	537.111111111	377.0	2.1481
