	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.4380918435	547.015151515	412.0	2.10093
WT8	5.15821260442	466.642857143	337.0	2.01437
KO2	6.20171316837	647.305084746	429.0	2.14533
KO5	6.19073208002	591.28125	419.0	2.30717
WT1	5.47633246985	482.714285714	379.0	2.20421
WT2	5.98708878815	538.333333333	425.0	2.35203
WT4	6.08948173636	643.166666667	446.0	2.11485
KO7	6.00070891459	559.915254237	395.0	2.15133
KO3	4.82377356463	460.5	330.0	2.2287
WT6	5.84808645663	509.0	384.0	1.94368
KO9	6.1040349355	518.015873016	389.0	2.21681
WT3	6.09669328886	526.797101449	409.0	2.35159
KO1	5.92086161925	562.216666667	393.0	2.22687
KO4	6.01317250003	627.06122449	399.0	2.24958
WT5	5.66901815924	565.630434783	369.0	2.17527
KO8	5.94989710418	617.9375	382.0	2.1024
WT7	6.19981259217	659.762711864	422.0	2.26573
WT9	5.59913143473	572.766666667	389.0	2.01317
