	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.27083200323	334.375	232.0	1.98179
WT8	5.07675268569	292.5	185.0	1.70145
KO2	6.19870988844	427.033333333	238.0	1.99029
KO5	5.96519323662	357.775	229.0	1.73451
OE2	5.70211134251	336.078947368	211.0	2.03946
WT1	5.34355476712	363.41025641	218.0	2.02941
WT2	5.85946099641	373.947368421	233.0	2.09236
WT4	5.93943004834	352.434782609	236.0	1.84659
KO7	5.88857192009	330.076923077	218.0	1.84695
KO3	4.73367433735	305.363636364	184.0	1.9354
WT6	5.63920085853	347.794117647	208.0	1.65765
OE4	5.7478826956	308.916666667	205.0	1.79533
KO9	5.98156233099	355.6	213.0	1.80982
WT3	5.80143563926	271.279069767	205.0	1.84701
KO1	5.71178374319	347.783783784	214.0	1.83423
KO4	5.85719381408	376.529411765	219.0	1.69039
WT5	5.50896042971	325.15625	200.0	1.73808
KO8	5.81380341723	332.926829268	217.0	1.87067
OE6	5.62439362278	253.0	184.0	1.71474
OE5	5.78241232655	319.029411765	209.0	1.75662
WT7	5.98996068078	317.097560976	215.0	1.96129
OE7	5.63612871721	300.0	198.0	1.80769
WT9	5.35639969918	262.865384615	199.0	1.8654
OE1	5.77816216118	356.0	204.0	1.78872
OE8	5.86266925865	287.777777778	200.0	1.42424
OE9	5.83597921435	316.243243243	208.0	1.54511
OE3	5.48370173099	266.285714286	187.0	1.61712
