	shannon	chao1	observed_otus	PD_whole_tree
KO6	6.19355162274	375.657894737	248.0	2.00611
WT8	5.04334781287	391.689655172	207.0	1.65957
KO2	6.1130693695	443.657894737	262.0	2.09207
KO5	5.99954104153	371.486486486	235.0	1.85655
OE2	5.67424053295	315.0	222.0	2.01794
WT1	5.40820072188	356.263157895	226.0	1.76417
WT2	5.94694569405	512.823529412	270.0	1.91573
WT4	5.94070862406	424.272727273	262.0	2.04935
KO7	5.94486956817	349.923076923	233.0	1.5841
KO3	4.68728829641	306.95	200.0	1.93923
WT6	5.8427830798	363.42	250.0	1.62962
OE4	5.72266619491	368.236842105	230.0	1.95691
KO9	5.98712814767	376.6	238.0	1.7712
WT3	5.99720996741	357.446808511	250.0	2.0037
KO1	5.73740298252	358.162790698	236.0	2.11635
KO4	5.92584560799	350.0	236.0	1.93111
WT5	5.52957802511	323.837837838	218.0	1.71296
KO8	5.82885291157	337.157894737	227.0	1.73844
OE6	5.64768690036	334.034482759	208.0	1.66384
OE5	5.80631153801	340.277777778	224.0	1.75262
WT7	5.95669241809	369.076923077	237.0	2.04842
OE7	5.63813722756	343.096774194	211.0	1.85479
WT9	5.57895172723	340.608695652	233.0	1.81972
OE1	5.83810317094	375.0	228.0	1.86704
OE8	5.90469908269	325.692307692	223.0	1.90153
OE9	5.78955882662	331.794117647	214.0	1.72454
OE3	5.4943438932	299.552631579	210.0	1.87383
